"dataset","dataset_md5","backend","metric","k","target_recall","n","p","shape_group","crossfit_selected_family","crossfit_selection_basis","crossfit_n_training_datasets","crossfit_median_training_time_sec","crossfit_test_method","crossfit_resolved_route_family","crossfit_time_sec","crossfit_min_run_mean_query_recall_at_k","crossfit_exact_selected","crossfit_approximate_target_met","crossfit_operating_point_met","crossfit_method_agreement","crossfit_abstained","crossfit_over_oracle","package_auto_method","package_auto_resolved_backend","package_auto_resolved_route_family","package_auto_time_sec","package_auto_exact_selected","package_auto_approximate_target_met","package_auto_operating_point_met","package_auto_method_agreement","package_auto_abstained","package_auto_over_oracle","oracle_method","oracle_resolved_route_family","oracle_time_sec","oracle_exact_audited"
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","correlation",50,0.95,5220347,32,"large_low_dim","hnsw","same_shape_group",2,27.987245845206,"faissR_cpu_hnsw","hnsw",224.4555,0.953828125,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,"faissR_cpu_hnsw","hnsw",224.4555,FALSE
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","correlation",50,0.99,5220347,32,"large_low_dim","hnsw","same_shape_group",2,43.5765467338797,"faissR_cpu_hnsw","hnsw",388.3335,0.98951171875,FALSE,FALSE,FALSE,NA,FALSE,NA,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","cosine",100,0.9,5220347,32,"large_low_dim","hnsw","same_shape_group",2,31.8645753149167,"faissR_cpu_hnsw","hnsw",228.073,0.90158203125,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,"faissR_cpu_hnsw","hnsw",228.073,FALSE
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","cosine",100,0.95,5220347,32,"large_low_dim","hnsw","same_shape_group",2,52.5211120312584,"faissR_cpu_hnsw","hnsw",418.6925,0.977216796875,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,"faissR_cpu_hnsw","hnsw",418.6925,FALSE
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","cosine",100,0.99,5220347,32,"large_low_dim","hnsw","same_shape_group",2,79.2864587366594,"faissR_cpu_hnsw","hnsw",720.376,0.99640625,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,"faissR_cpu_hnsw","hnsw",720.376,FALSE
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","cosine",15,0.9,5220347,32,"large_low_dim","hnsw","same_shape_group",2,15.144677786272,"faissR_cpu_hnsw","hnsw",112.317,0.921875,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,"faissR_cpu_hnsw","hnsw",112.317,FALSE
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","cosine",15,0.95,5220347,32,"large_low_dim","hnsw","same_shape_group",2,19.8421795677793,"faissR_cpu_hnsw","hnsw",147.7105,0.952408854166667,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,"faissR_cpu_hnsw","hnsw",147.7105,FALSE
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","cosine",15,0.99,5220347,32,"large_low_dim","hnsw","same_shape_group",2,44.5752250134534,"faissR_cpu_hnsw","hnsw",385.6325,0.996484375,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,"faissR_cpu_hnsw","hnsw",385.6325,FALSE
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","cosine",30,0.9,5220347,32,"large_low_dim","hnsw","same_shape_group",2,20.4981198650022,"faissR_cpu_hnsw","hnsw",155.7305,0.927213541666667,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,"faissR_cpu_hnsw","hnsw",155.7305,FALSE
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","cosine",30,0.95,5220347,32,"large_low_dim","hnsw","same_shape_group",2,27.8641830581842,"faissR_cpu_hnsw","hnsw",220.667,0.969986979166667,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,"faissR_cpu_hnsw","hnsw",220.667,FALSE
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","cosine",30,0.99,5220347,32,"large_low_dim","hnsw","same_shape_group",2,45.8454363268581,"faissR_cpu_hnsw","hnsw",385.749,0.994791666666667,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,"faissR_cpu_hnsw","hnsw",385.749,FALSE
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","cosine",50,0.9,5220347,32,"large_low_dim","hnsw","same_shape_group",2,22.2428365940588,"faissR_cpu_hnsw","hnsw",165.8355,0.895625,FALSE,FALSE,FALSE,NA,FALSE,NA,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","cosine",50,0.95,5220347,32,"large_low_dim","hnsw","same_shape_group",2,30.3447181153492,"faissR_cpu_hnsw","hnsw",230.6365,0.9544921875,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,"faissR_cpu_hnsw","hnsw",230.6365,FALSE
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","cosine",50,0.99,5220347,32,"large_low_dim","hnsw","same_shape_group",2,46.9377557942431,"faissR_cpu_hnsw","hnsw",399.8695,0.98875,FALSE,FALSE,FALSE,NA,FALSE,NA,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","euclidean",100,0.9,5220347,32,"large_low_dim","hnsw","same_shape_group",2,24.5737370733472,"faissR_cpu_hnsw","hnsw",205.676,0.90021484375,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,"faissR_cpu_hnsw","hnsw",205.676,FALSE
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","euclidean",100,0.95,5220347,32,"large_low_dim","hnsw","same_shape_group",2,43.9016138370789,"faissR_cpu_hnsw","hnsw",405.287,0.9778125,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,"faissR_cpu_hnsw","hnsw",405.287,FALSE
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","euclidean",100,0.99,5220347,32,"large_low_dim","hnsw","same_shape_group",2,72.2240658506567,"faissR_cpu_hnsw","hnsw",714.8335,0.996533203125,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,"faissR_cpu_hnsw","hnsw",714.8335,FALSE
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","euclidean",15,0.9,5220347,32,"large_low_dim","hnsw","same_shape_group",2,13.8038943780369,"faissR_cpu_hnsw","hnsw",117.624,0.915755208333333,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,"faissR_cpu_hnsw","hnsw",117.624,FALSE
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","euclidean",15,0.95,5220347,32,"large_low_dim","hnsw","same_shape_group",2,18.2400749998458,"faissR_cpu_hnsw","hnsw",156.0155,0.951041666666667,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,"faissR_cpu_hnsw","hnsw",156.0155,FALSE
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","euclidean",15,0.99,5220347,32,"large_low_dim","hnsw","same_shape_group",2,41.7577733781388,"faissR_cpu_hnsw","hnsw",397.697,0.995833333333333,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,"faissR_cpu_hnsw","hnsw",397.697,FALSE
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","euclidean",30,0.9,5220347,32,"large_low_dim","hnsw","same_shape_group",2,18.7129716373429,"faissR_cpu_hnsw","hnsw",156.7695,0.924348958333333,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,"faissR_cpu_hnsw","hnsw",156.7695,FALSE
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","euclidean",30,0.95,5220347,32,"large_low_dim","hnsw","same_shape_group",2,25.558941092111,"faissR_cpu_hnsw","hnsw",226.2915,0.968717447916667,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,"faissR_cpu_hnsw","hnsw",226.2915,FALSE
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","euclidean",30,0.99,5220347,32,"large_low_dim","hnsw","same_shape_group",2,41.9110803278799,"faissR_cpu_hnsw","hnsw",398.7175,0.993977864583333,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,"faissR_cpu_hnsw","hnsw",398.7175,FALSE
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","euclidean",50,0.9,5220347,32,"large_low_dim","hnsw","same_shape_group",2,18.8038011050957,"faissR_cpu_hnsw","hnsw",159.6625,0.89384765625,FALSE,FALSE,FALSE,NA,FALSE,NA,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","euclidean",50,0.95,5220347,32,"large_low_dim","hnsw","same_shape_group",2,25.6319209970693,"faissR_cpu_hnsw","hnsw",231.004,0.9530859375,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,"faissR_cpu_hnsw","hnsw",231.004,FALSE
"FlowRepository_FR-FCM-ZYRM_files","560c41ccc6a67aa034a44eb3b14c60ba","cpu","euclidean",50,0.99,5220347,32,"large_low_dim","hnsw","same_shape_group",2,42.5452831169332,"faissR_cpu_hnsw","hnsw",405.809,0.98951171875,FALSE,FALSE,FALSE,NA,FALSE,NA,"faissR_cpu_auto",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","correlation",100,0.9,70000,784,"medium_high_dim","hnsw","same_shape_group",1,5.8585,"faissR_cpu_hnsw","hnsw",4.7905,0.9920703125,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",84.904,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",4.7905,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","correlation",100,0.95,70000,784,"medium_high_dim","hnsw","same_shape_group",1,7.3625,"faissR_cpu_hnsw","hnsw",6.5975,0.997197265625,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",88.37,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",6.5975,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","correlation",100,0.99,70000,784,"medium_high_dim","hnsw","same_shape_group",1,10.1995,"faissR_cpu_hnsw","hnsw",9.707,0.999609375,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",76.61,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",9.707,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","correlation",15,0.9,70000,784,"medium_high_dim","hnsw","same_shape_group",1,4.012,"faissR_cpu_hnsw","hnsw",4.028,0.9986328125,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",74.258,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",4.028,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","correlation",15,0.95,70000,784,"medium_high_dim","hnsw","same_shape_group",1,6.785,"faissR_cpu_hnsw","hnsw",6.0305,0.999934895833333,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",94.522,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",6.0305,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","correlation",15,0.99,70000,784,"medium_high_dim","hnsw","same_shape_group",1,9.725,"faissR_cpu_hnsw","hnsw",9.081,0.999934895833333,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",86.357,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",9.081,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","correlation",30,0.9,70000,784,"medium_high_dim","hnsw","same_shape_group",1,4.578,"faissR_cpu_hnsw","hnsw",4.15,0.997786458333333,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",83.944,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",4.15,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","correlation",30,0.95,70000,784,"medium_high_dim","hnsw","same_shape_group",1,6.376,"faissR_cpu_hnsw","hnsw",6.092,0.99970703125,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",92.588,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",6.092,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","correlation",30,0.99,70000,784,"medium_high_dim","hnsw","same_shape_group",1,8.914,"faissR_cpu_hnsw","hnsw",9.166,0.9998046875,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",99.437,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",9.166,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","correlation",50,0.9,70000,784,"medium_high_dim","hnsw","same_shape_group",1,4.642,"faissR_cpu_hnsw","hnsw",4.3465,0.99548828125,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",90.852,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",4.3465,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","correlation",50,0.95,70000,784,"medium_high_dim","hnsw","same_shape_group",1,6.631,"faissR_cpu_hnsw","hnsw",6.1585,0.999375,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",83.694,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",6.1585,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","correlation",50,0.99,70000,784,"medium_high_dim","hnsw","same_shape_group",1,9.769,"faissR_cpu_hnsw","hnsw",9.3255,0.99982421875,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",95.092,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",9.3255,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","cosine",100,0.9,70000,784,"medium_high_dim","hnsw","same_shape_group",1,4.067,"faissR_cpu_hnsw","hnsw",5.636,0.9919140625,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",81.5775,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",5.636,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","cosine",100,0.95,70000,784,"medium_high_dim","hnsw","same_shape_group",1,5.2135,"faissR_cpu_hnsw","hnsw",8.3755,0.9972265625,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",69.968,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",8.3755,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","cosine",100,0.99,70000,784,"medium_high_dim","hnsw","same_shape_group",1,7.4545,"faissR_cpu_hnsw","hnsw",13.0095,0.99962890625,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",77.6985,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",13.0095,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","cosine",15,0.9,70000,784,"medium_high_dim","hnsw","same_shape_group",1,3.332,"faissR_cpu_hnsw","hnsw",4.9785,0.9990234375,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",77.5695,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",4.9785,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","cosine",15,0.95,70000,784,"medium_high_dim","hnsw","same_shape_group",1,4.758,"faissR_cpu_hnsw","hnsw",6.711,0.999869791666667,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",83.503,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",6.711,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","cosine",15,0.99,70000,784,"medium_high_dim","hnsw","same_shape_group",1,6.8995,"faissR_cpu_hnsw","hnsw",10.2935,0.999934895833333,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",88.158,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",10.2935,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","cosine",30,0.9,70000,784,"medium_high_dim","hnsw","same_shape_group",1,3.395,"faissR_cpu_hnsw","hnsw",4.557,0.997721354166667,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",74.1535,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",4.557,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","cosine",30,0.95,70000,784,"medium_high_dim","hnsw","same_shape_group",1,4.879,"faissR_cpu_hnsw","hnsw",6.315,0.999609375,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",95.7345,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",6.315,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","cosine",30,0.99,70000,784,"medium_high_dim","hnsw","same_shape_group",1,7.0255,"faissR_cpu_hnsw","hnsw",9.331,0.999837239583333,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",63.722,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",9.331,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","cosine",50,0.9,70000,784,"medium_high_dim","hnsw","same_shape_group",1,3.4955,"faissR_cpu_hnsw","hnsw",4.668,0.99572265625,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",75.623,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",4.668,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","cosine",50,0.95,70000,784,"medium_high_dim","hnsw","same_shape_group",1,4.993,"faissR_cpu_hnsw","hnsw",7.339,0.99923828125,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",75.5065,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",7.339,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","cosine",50,0.99,70000,784,"medium_high_dim","hnsw","same_shape_group",1,7.1385,"faissR_cpu_hnsw","hnsw",11.982,0.9998828125,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",72.6945,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",11.982,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","euclidean",100,0.9,70000,784,"medium_high_dim","hnsw","same_shape_group",1,2.944,"faissR_cpu_hnsw","hnsw",3.299,0.98310546875,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_l2","exact_family",101.9235,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",3.299,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","euclidean",100,0.95,70000,784,"medium_high_dim","hnsw","same_shape_group",1,3.7435,"faissR_cpu_hnsw","hnsw",4.257,0.9899609375,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_l2","exact_family",95.5985,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",4.257,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","euclidean",100,0.99,70000,784,"medium_high_dim","hnsw","same_shape_group",1,5.0135,"faissR_cpu_hnsw","hnsw",6.0435,0.9959765625,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_l2","exact_family",98.236,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",6.0435,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","euclidean",15,0.9,70000,784,"medium_high_dim","hnsw","same_shape_group",1,2.686,"faissR_cpu_hnsw","hnsw",3.0625,0.995377604166667,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_l2","exact_family",95.8925,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",3.0625,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","euclidean",15,0.95,70000,784,"medium_high_dim","hnsw","same_shape_group",1,3.384,"faissR_cpu_hnsw","hnsw",3.863,0.998177083333333,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_l2","exact_family",87.0695,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",3.863,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","euclidean",15,0.99,70000,784,"medium_high_dim","hnsw","same_shape_group",1,4.9545,"faissR_cpu_hnsw","hnsw",5.8825,0.999479166666667,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_l2","exact_family",99.4355,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",5.8825,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","euclidean",30,0.9,70000,784,"medium_high_dim","hnsw","same_shape_group",1,2.6815,"faissR_cpu_hnsw","hnsw",3.031,0.992122395833333,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_l2","exact_family",94.3545,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",3.031,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","euclidean",30,0.95,70000,784,"medium_high_dim","hnsw","same_shape_group",1,3.409,"faissR_cpu_hnsw","hnsw",3.85,0.99716796875,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_l2","exact_family",89.5195,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",3.85,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","euclidean",30,0.99,70000,784,"medium_high_dim","hnsw","same_shape_group",1,4.99,"faissR_cpu_hnsw","hnsw",5.898,0.999283854166667,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_l2","exact_family",93.7455,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",5.898,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","euclidean",50,0.9,70000,784,"medium_high_dim","hnsw","same_shape_group",1,2.7185,"faissR_cpu_hnsw","hnsw",3.0395,0.98546875,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_l2","exact_family",85.621,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",3.0395,FALSE
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","euclidean",50,0.95,70000,784,"medium_high_dim","hnsw","same_shape_group",1,3.406,"faissR_cpu_hnsw","hnsw",3.881,0.99474609375,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_l2","exact_family",92.1695,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",3.881,FALSE
