"source_group","dataset","dataset_md5","n","p","metric","seed","query_n","query_sampling","reference_k","reference_backend_used","cpu_audit_n","cpu_audit_mean_recall","cpu_audit_min_recall","cpu_audit_max_distance_error","cpu_audit_pass","faissR_version","faissR_package_commit","faissR_image_commit","record_source"
"real","imagenet","f63c177e7a638ee832dfa0a55fbbb69d",1281167,1024,"euclidean",4,1024,"unique_without_replacement",100,"faiss_gpu_bfknn_l2",4,1,1,0.000125083485297495,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/real_euclidean_1188334_20260807_043321/faissR_cuda_exact_reference_results.csv"
"real","imagenet","f63c177e7a638ee832dfa0a55fbbb69d",1281167,1024,"euclidean",20260706,1024,"unique_without_replacement",100,"faiss_gpu_bfknn_l2",4,1,1,9.89654169174514e-05,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/real_euclidean_1188334_20260807_043321/faissR_cuda_exact_reference_results.csv"
"real","imagenet","f63c177e7a638ee832dfa0a55fbbb69d",1281167,1024,"euclidean",20260807,1024,"unique_without_replacement",100,"faiss_gpu_bfknn_l2",4,1,1,0.000102100637494829,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/real_euclidean_1188334_20260807_043321/faissR_cuda_exact_reference_results.csv"
"real","imagenet","f63c177e7a638ee832dfa0a55fbbb69d",1281167,1024,"cosine",4,1024,"unique_without_replacement",100,"cuda_native_exact_gpu",4,1,1,3.5017728805542e-07,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/real_cosine_1188333_20260807_042306/faissR_cuda_exact_reference_results.csv"
"real","imagenet","f63c177e7a638ee832dfa0a55fbbb69d",1281167,1024,"cosine",20260706,1024,"unique_without_replacement",100,"cuda_native_exact_gpu",4,1,1,3.87430191040039e-07,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/real_cosine_1188333_20260807_042306/faissR_cuda_exact_reference_results.csv"
"real","imagenet","f63c177e7a638ee832dfa0a55fbbb69d",1281167,1024,"cosine",20260807,1024,"unique_without_replacement",100,"cuda_native_exact_gpu",4,1,1,6.25848770141602e-07,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/real_cosine_1188333_20260807_042306/faissR_cuda_exact_reference_results.csv"
"real","imagenet","f63c177e7a638ee832dfa0a55fbbb69d",1281167,1024,"correlation",4,1024,"unique_without_replacement",100,"cuda_native_exact_gpu",4,1,1,4.02331352233887e-07,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/real_correlation_1188332_20260807_041220/faissR_cuda_exact_reference_results.csv"
"real","imagenet","f63c177e7a638ee832dfa0a55fbbb69d",1281167,1024,"correlation",20260706,1024,"unique_without_replacement",100,"cuda_native_exact_gpu",4,1,1,4.61935997009277e-07,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/real_correlation_1188332_20260807_041220/faissR_cuda_exact_reference_results.csv"
"real","imagenet","f63c177e7a638ee832dfa0a55fbbb69d",1281167,1024,"correlation",20260807,1024,"unique_without_replacement",100,"cuda_native_exact_gpu",4,1,1,7.15255737304688e-07,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/real_correlation_1188332_20260807_041220/faissR_cuda_exact_reference_results.csv"
"real","mass41","5093294b672cfe86116807db072f190d",965282,14,"euclidean",4,1024,"unique_without_replacement",100,"faiss_gpu_bfknn_l2",64,1,1,1.77744184974848e-05,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/real_euclidean_1188334_20260807_043321/faissR_cuda_exact_reference_results.csv"
"real","mass41","5093294b672cfe86116807db072f190d",965282,14,"euclidean",20260706,1024,"unique_without_replacement",100,"faiss_gpu_bfknn_l2",64,1,1,2.10152545737641e-05,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/real_euclidean_1188334_20260807_043321/faissR_cuda_exact_reference_results.csv"
"real","mass41","5093294b672cfe86116807db072f190d",965282,14,"euclidean",20260807,1024,"unique_without_replacement",100,"faiss_gpu_bfknn_l2",64,1,1,1.71799008112927e-05,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/real_euclidean_1188334_20260807_043321/faissR_cuda_exact_reference_results.csv"
"real","mass41","5093294b672cfe86116807db072f190d",965282,14,"cosine",4,1024,"unique_without_replacement",100,"cuda_native_exact_gpu",64,1,1,2.36555933952332e-07,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/real_cosine_1188333_20260807_042306/faissR_cuda_exact_reference_results.csv"
"real","mass41","5093294b672cfe86116807db072f190d",965282,14,"cosine",20260706,1024,"unique_without_replacement",100,"cuda_native_exact_gpu",64,1,1,2.08616256713867e-07,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/real_cosine_1188333_20260807_042306/faissR_cuda_exact_reference_results.csv"
"real","mass41","5093294b672cfe86116807db072f190d",965282,14,"cosine",20260807,1024,"unique_without_replacement",100,"cuda_native_exact_gpu",64,1,1,2.04890966415405e-07,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/real_cosine_1188333_20260807_042306/faissR_cuda_exact_reference_results.csv"
"real","mass41","5093294b672cfe86116807db072f190d",965282,14,"correlation",4,1024,"unique_without_replacement",100,"cuda_native_exact_gpu",64,1,1,2.30036675930023e-07,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/real_correlation_1188332_20260807_041220/faissR_cuda_exact_reference_results.csv"
"real","mass41","5093294b672cfe86116807db072f190d",965282,14,"correlation",20260706,1024,"unique_without_replacement",100,"cuda_native_exact_gpu",64,1,1,2.06753611564636e-07,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/real_correlation_1188332_20260807_041220/faissR_cuda_exact_reference_results.csv"
"real","mass41","5093294b672cfe86116807db072f190d",965282,14,"correlation",20260807,1024,"unique_without_replacement",100,"cuda_native_exact_gpu",64,1,1,2.19792127609253e-07,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/real_correlation_1188332_20260807_041220/faissR_cuda_exact_reference_results.csv"
"synthetic_spatial","synthetic_spatial_n10000_p2_unit","4e34c55da215b2df7cfe1368743f36f4",10000,2,"euclidean",4,1024,"unique_without_replacement",100,"cuda_native_exact_gpu",64,1,1,3.6543673781475e-09,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/synthetic_1188336_20260807_044155/spatial/faissR_cuda_exact_reference_results.csv"
"synthetic_spatial","synthetic_spatial_n10000_p2_unit","4e34c55da215b2df7cfe1368743f36f4",10000,2,"euclidean",20260706,1024,"unique_without_replacement",100,"cuda_native_exact_gpu",64,1,1,3.57860973493329e-09,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/synthetic_1188336_20260807_044155/spatial/faissR_cuda_exact_reference_results.csv"
"synthetic_spatial","synthetic_spatial_n10000_p2_unit","4e34c55da215b2df7cfe1368743f36f4",10000,2,"euclidean",20260807,1024,"unique_without_replacement",100,"cuda_native_exact_gpu",64,1,1,3.54821864251287e-09,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/synthetic_1188336_20260807_044155/spatial/faissR_cuda_exact_reference_results.csv"
"synthetic_spatial","synthetic_spatial_n10000_p3_unit","9098123e034c255ffab5b679f2142bf5",10000,3,"euclidean",4,1024,"unique_without_replacement",100,"cuda_native_exact_gpu",64,1,1,1.86943792390704e-08,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/synthetic_1188336_20260807_044155/spatial/faissR_cuda_exact_reference_results.csv"
"synthetic_spatial","synthetic_spatial_n10000_p3_unit","9098123e034c255ffab5b679f2142bf5",10000,3,"euclidean",20260706,1024,"unique_without_replacement",100,"cuda_native_exact_gpu",64,1,1,2.0070892253754e-08,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/synthetic_1188336_20260807_044155/spatial/faissR_cuda_exact_reference_results.csv"
"synthetic_spatial","synthetic_spatial_n10000_p3_unit","9098123e034c255ffab5b679f2142bf5",10000,3,"euclidean",20260807,1024,"unique_without_replacement",100,"cuda_native_exact_gpu",64,1,1,1.74555706833335e-08,TRUE,"0.99.21","0903532baf02b340a90921db18edc4deae5ea462","0903532baf02b340a90921db18edc4deae5ea462","references/synthetic_1188336_20260807_044155/spatial/faissR_cuda_exact_reference_results.csv"
